ensembl_gene_id	external_gene_name	entrezgene_id
ENSDARG00000060854	kctd3	569113
ENSDARG00000096843	zgc:193593	564090
ENSDARG00000035852	cart3	557301
ENSDARG00000016721	sdha	393884
ENSDARG00000099518	si:ch211-119e14.1	560599
ENSDARG00000100524	abca3b	564344
ENSDARG00000088318	ubap2a	563733
ENSDARG00000102058	si:dkeyp-11e3.1	558513
ENSDARG00000043986	setd6	322348
ENSDARG00000043857	ufm1	322756
ENSDARG00000038405	zgc:153921	100007703
ENSDARG00000099920	zgc:163040	794549
ENSDARG00000099920	zgc:163040	100038789
ENSDARG00000099920	zgc:163040	100126027
ENSDARG00000099920	zgc:163040	100150038
ENSDARG00000099920	zgc:163040	100331412
ENSDARG00000079779	radil	562363
ENSDARG00000097637	si:ch211-246i5.5	100536506
ENSDARG00000079731	kif13ba	571520
ENSDARG00000013207	zeb1b	114425
ENSDARG00000100620	taok2b	100151551
ENSDARG00000114534	hist1h4l	794549
ENSDARG00000114534	hist1h4l	100126027
ENSDARG00000114534	hist1h4l	100150038
ENSDARG00000114534	hist1h4l	100331412
ENSDARG00000114534	hist1h4l	100332668
ENSDARG00000004167	zgc:110366	550476
ENSDARG00000094819	or133-10	100331168
ENSDARG00000037097	slc7a2	494041
ENSDARG00000011246	krr1	724049
ENSDARG00000097292	slc26a6	558704
ENSDARG00000102998	taf6	447818
ENSDARG00000015998	wdhd1	436999
ENSDARG00000073810	thbs2b	566325
ENSDARG00000018968	acvr1ba	30183
ENSDARG00000057410	rxfp3	794924
ENSDARG00000079219	mfn1b	393620
ENSDARG00000058960	otol1b	572364
ENSDARG00000068820	h2az2a	252913
ENSDARG00000043404	rpp21	445136
ENSDARG00000076765	ddhd2	100321082
ENSDARG00000037545	mtnr1aa	30667
ENSDARG00000097648	si:dkey-35i13.1	795516
ENSDARG00000100666	ep300a	559273
ENSDARG00000068822	purba	564840
ENSDARG00000068822	purba	565233
ENSDARG00000095674	tmem123	561344
ENSDARG00000078233	ctnnd1	556726
ENSDARG00000003449	pde10a	394077
ENSDARG00000055381	bambia	83496
ENSDARG00000091215	rpz2	100270758
ENSDARG00000018270	olfm1a	436764
ENSDARG00000088895	si:dkeyp-98a7.7	100537102
ENSDARG00000070600	dyrk3	100141364
ENSDARG00000006891	kcns3a	565375
ENSDARG00000058801	rev3l	569100
ENSDARG00000077467	sox10	140616
ENSDARG00000006849	asic2	407669
ENSDARG00000098644	si:ch211-126j24.1	571137
ENSDARG00000032820	rxfp2a	792884
ENSDARG00000019920	lft1	30145
ENSDARG00000021346	pdhb	406428
ENSDARG00000037373	ephb2a	562176
ENSDARG00000062919	tceanc2	567698
ENSDARG00000008818	hsf1	58123
ENSDARG00000042285	atp8b3	566530
ENSDARG00000078659	tmem176	571908
ENSDARG00000055920	olfcq18	792647
ENSDARG00000060338	trmt12	564925
ENSDARG00000090778	ttll1	393994
ENSDARG00000002971	phc1	403008
ENSDARG00000074754	si:dkey-188i13.9	558363
ENSDARG00000032246	tmtopsb	100334480
ENSDARG00000098800	znf1156	571761
ENSDARG00000100223	gpa33a	407680
ENSDARG00000005057	dimt1l	445162
ENSDARG00000077710	nlgn1	100002610
ENSDARG00000016085	mbnl3	567027
ENSDARG00000092908	si:dkey-201l21.2	101885707
ENSDARG00000062811	p2ry10	100037375
ENSDARG00000070757	si:ch211-155i14.1	553308
ENSDARG00000056625	trpc6a	563989
ENSDARG00000040247	oxgr1a.3	100005578
ENSDARG00000008757	entpd6	550560
ENSDARG00000096711	si:ch211-194k22.8	560328
ENSDARG00000075141	gprc5bb	100002676
ENSDARG00000101540	fgf3	30549
ENSDARG00000018726	slco3a1	569735
ENSDARG00000070839	evi5b	553306
ENSDARG00000044053	vsnl1b	561162
ENSDARG00000062457	las1l	561321
ENSDARG00000037941	syt5a	436686
ENSDARG00000040186	fam210ab	503762
ENSDARG00000086296	znf1137	100126111
ENSDARG00000079371	lrrc3ca	571711
ENSDARG00000004158	tmem63c	100000800
ENSDARG00000098622	ccne1	30188
ENSDARG00000063258	rfx5	101884332
ENSDARG00000025875	kctd2	751724
ENSDARG00000023678	ercc5	541502
ENSDARG00000005561	gfm2	558184
ENSDARG00000061216	hexdc	565372
ENSDARG00000052103	dtymk	567734
ENSDARG00000060639	apba2b	327160
ENSDARG00000058003	wfdc1	560860
ENSDARG00000016584	rgs7a	436814
ENSDARG00000104314	nrg1	796461
ENSDARG00000090914	si:ch211-117k10.3	556200
ENSDARG00000079484	kcnt1	100004419
ENSDARG00000018206	nck2a	393972
ENSDARG00000055722	bco2a	793849
ENSDARG00000099339	pacsin3	393964
ENSDARG00000013871	slc5a1	393654
ENSDARG00000035148	orai2	555612
ENSDARG00000058354	selenot1a	352919
ENSDARG00000104108	slco1d1	326845
ENSDARG00000079823	mrps36	567309
ENSDARG00000042332	plin2	794841
ENSDARG00000022845	lias	393528
ENSDARG00000037091	asah1a	450068
ENSDARG00000059817	mtmr12	569130
ENSDARG00000074772	ccl44	100141480
ENSDARG00000036903	irak1bp1	553809
