ensembl_gene_id	external_gene_name	entrezgene_id
ENSXETG00000005739	klf4	550034
ENSXETG00000036994	hist2h3c	100495338
ENSXETG00000036994	hist2h3c	100496027
ENSXETG00000036994	hist2h3c	100496129
ENSXETG00000036994	hist2h3c	100497127
ENSXETG00000036994	hist2h3c	101730642
ENSXETG00000036994	hist2h3c	101731074
ENSXETG00000036994	hist2h3c	105947137
ENSXETG00000036994	hist2h3c	108646287
ENSXETG00000036994	hist2h3c	108648869
ENSXETG00000036994	hist2h3c	100493100
ENSXETG00000036994	hist2h3c	100493036
ENSXETG00000036994	hist2h3c	100492367
ENSXETG00000036994	hist2h3c	100486653
ENSXETG00000036994	hist2h3c	100485665
ENSXETG00000036994	hist2h3c	549390
ENSXETG00000038219	hist1h4c	100495739
ENSXETG00000038219	hist1h4c	101734426
ENSXETG00000038219	hist1h4c	549623
ENSXETG00000026985	cmc1	100135408
ENSXETG00000000091	bap1	493568
ENSXETG00000026973	ubl5	100124317
ENSXETG00000012022	slc49a4	549725
ENSXETG00000023751	pald1	448380
ENSXETG00000005311	dcaf7	394701
ENSXETG00000021517	ythdc2	779469
ENSXETG00000006271	hps6	100038145
ENSXETG00000009510	cnpy2	549005
ENSXETG00000012205	ero1a	548812
ENSXETG00000019924	eomes	100038065
ENSXETG00000025109	ankar	100496722
ENSXETG00000020627	lpar2	493190
ENSXETG00000026450	pold3	100379833
ENSXETG00000026450	pold3	549310
ENSXETG00000006272		100488690
ENSXETG00000004913	dgkq	733958
ENSXETG00000000782	anapc1	780327
ENSXETG00000031488	pcdh19	100494505
ENSXETG00000005467	mtap	496996
ENSXETG00000028016	znf333	548732
ENSXETG00000009881	XB5749127	100145002
ENSXETG00000033126	acsl3	100036652
ENSXETG00000034740	shisa7	100495495
ENSXETG00000033434	isoc2	100489231
ENSXETG00000026447	ucp2	394786
ENSXETG00000016662	cdr2	448123
ENSXETG00000018132	diaph2	100485481
ENSXETG00000009878	asnsd1	100379995
ENSXETG00000012189	bicdl1	779781
ENSXETG00000020566	gmip	448355
ENSXETG00000015477	ddx3x	394804
ENSXETG00000005305	crhr1.2	100498637
ENSXETG00000016188	slc26a6	105947015
ENSXETG00000016661		100486607
ENSXETG00000030725	tmem44	100145595
ENSXETG00000014581	akap11	100145197
ENSXETG00000006633	znf706	100170591
ENSXETG00000016137	grap2	100492322
ENSXETG00000016660	mettl9	493282
ENSXETG00000001714	ldb1	407886
ENSXETG00000020966	kdm2b	448624
ENSXETG00000020685	pcca	100493552
ENSXETG00000034556	fam83f	101732355
ENSXETG00000003451	lsg1	100145528
ENSXETG00000024067	otoa	100490578
ENSXETG00000012541	dnajb13	780382
ENSXETG00000025787	csmd3	100487157
ENSXETG00000031559	cenpn	780000
ENSXETG00000006327	tnrc6b	100498152
ENSXETG00000026943	rab35	394615
ENSXETG00000005465	cdkn2b	448767
ENSXETG00000025365	tnfsf11	100038074
ENSXETG00000021515	mcc	100216150
ENSXETG00000035529	epsti1	100486740
ENSXETG00000034136	pygm	100491051
ENSXETG00000005462	dmrta1	779901
ENSXETG00000014585	dnajc15	448735
ENSXETG00000027589	kdelr1	395012
ENSXETG00000025777	sec22b	394761
ENSXETG00000037323	gcsh	100498232
ENSXETG00000030678		100486222
ENSXETG00000010062	chchd2	493261
ENSXETG00000039207	cplx1	394636
ENSXETG00000038538	imp3	448133
ENSXETG00000039339	fam43a	100135352
ENSXETG00000007610	bcorl1	100216085
ENSXETG00000038617	trerf1	594913
ENSXETG00000037399	cxcr3	100488852
ENSXETG00000001535	primpol	548674
ENSXETG00000003454	xxylt1	100495920
ENSXETG00000010064	phkg1	448255
ENSXETG00000000472	slc30a5	548665
ENSXETG00000003457		100497276
ENSXETG00000036380	prkab2	100127782
ENSXETG00000014586	enox1	100486899
ENSXETG00000001537	casp3.2	100151728
ENSXETG00000020568	nxnl1	100491275
ENSXETG00000009506	cs	550067
ENSXETG00000038450	mfsd9	100494544
ENSXETG00000024066	pms2	100490402
ENSXETG00000007609	thrsp	100497733
ENSXETG00000012021	sema5b	100493363
ENSXETG00000030826	tmem182	779857
ENSXETG00000007608	tspan6	733938
ENSXETG00000038389	pgls	548361
ENSXETG00000001536	irf2	493376
ENSXETG00000035837	lcor	100125102
ENSXETG00000004912	rbfox1	100144954
ENSXETG00000007921	kcnv1	100487006
ENSXETG00000021621	ubac1	549580
ENSXETG00000012023	hspbap1	100493520
ENSXETG00000041375		100497507
ENSXETG00000024193	elk1	100497609
ENSXETG00000001534	enpp6	100422805
ENSXETG00000020999	acvr2b	448641
ENSXETG00000008388	rgs17	100488096
ENSXETG00000002583	mrps9	100497348
ENSXETG00000007607	sox3	493228
ENSXETG00000008401	oprm1	100487937
ENSXETG00000018164	sema4a	100135101
ENSXETG00000016213	XB5957220	100124842
ENSXETG00000012352	slitrk4	100497316
ENSXETG00000016189	celsr3	100489102
ENSXETG00000015603	wdr11	100496077
ENSXETG00000025752	rnf4	549308
ENSXETG00000018016	sybu	549137
ENSXETG00000001533	stox2	100485979
ENSXETG00000001613	emilin2	100491397
ENSXETG00000010706	myo7a	100491335
ENSXETG00000020570	colgalt1	100488616
ENSXETG00000010068	sumf2	548860
ENSXETG00000030163	ADGRG6	100489626
ENSXETG00000003455	acap2	100497437
ENSXETG00000004288	slitrk2	100497153
ENSXETG00000009386	caap1	100380104
ENSXETG00000023752	adamts14	100497380
ENSXETG00000030433	proser2	100036636
ENSXETG00000037896	pheta2	100492550
ENSXETG00000026942	rplp0	394664
ENSXETG00000036392	map1s	100494497
ENSXETG00000021514	dcp2	549617
ENSXETG00000012584	cep95	779908
ENSXETG00000002582	gpr45	548563
ENSXETG00000001891	elk3	780055
ENSXETG00000035081	cbx6	100489744
ENSXETG00000020814	tmem111	779530
ENSXETG00000004908	b3gnt3.1	100380117
ENSXETG00000021359	nup88	549544
ENSXETG00000019647	fmr1	448049
ENSXETG00000021109	vta1	493470
ENSXETG00000018572	ppm1f	100380003
ENSXETG00000019069	trappc11	100170554
ENSXETG00000002581	tgfbrap1	100497663
ENSXETG00000037813	cfap99	100495334
ENSXETG00000016431	fcho1	493195
ENSXETG00000035980		100493797
ENSXETG00000041050	nucks1	100489464
ENSXETG00000012607	cpt1al	100135089
ENSXETG00000015442	syt4	447980
ENSXETG00000012024	slc15a2	100493689
ENSXETG00000018576	mapk1	549881
ENSXETG00000033727	SLC22A2	100487774
ENSXETG00000012585	bmf	100038194
ENSXETG00000024161	lmna	733973
ENSXETG00000016436	b3gnt3.2	100145701
ENSXETG00000030029	plekhg3	100036734
ENSXETG00000020484	mob2.2	779953
ENSXETG00000038097	rflcii	100145369
ENSXETG00000012201	pxn	100216044
ENSXETG00000030684	gemin2	100135146
ENSXETG00000034957	pla2g4f	100489699
ENSXETG00000001594	kpna2	493517
ENSXETG00000022667	fam83g	101732482
ENSXETG00000003349	poc5	100379845
ENSXETG00000004971	cobl	100216055
ENSXETG00000022549	brf1	100170638
ENSXETG00000014775	lacc1	100494552
ENSXETG00000000784	hebp2	548365
ENSXETG00000023113	scyl1	548903
ENSXETG00000041151	psph	549747
ENSXETG00000039530	wdr47	100490288
ENSXETG00000022668	grap	100127598
ENSXETG00000025658	mrpl13	549550
ENSXETG00000038969	serp2	779835
ENSXETG00000022670	syngr3	100489723
ENSXETG00000032144	ptprc	100145596
ENSXETG00000036633	thap2	100380030
ENSXETG00000022671	znf598	779616
ENSXETG00000024940	ypel1	549459
ENSXETG00000009385	plaa	100125160
ENSXETG00000021513	reep5	496723
ENSXETG00000001609	smchd1	100380032
ENSXETG00000004976	dclk3	100493379
ENSXETG00000000991	numb	100038147
ENSXETG00000000783	sec23b	549604
ENSXETG00000015460	fes	100489191
ENSXETG00000031425		100490423
ENSXETG00000010077	cct6a	407866
ENSXETG00000001892	cdk17	100101773
ENSXETG00000011993	srp19	496535
ENSXETG00000020815	cdk16	100037876
ENSXETG00000010280	pik3c3	100485933
ENSXETG00000009845	gabrb1	100489344
ENSXETG00000033932	dmp1	594936
ENSXETG00000022556	btbd6	779763
ENSXETG00000018594	ppil2	733789
ENSXETG00000015923	XB5949052	100489456
ENSXETG00000019911	slc4a7	100380158
ENSXETG00000001592	bptf	100494204
ENSXETG00000021501	apc	779466
ENSXETG00000021586	nlrx1	100489572
ENSXETG00000035055	aoah	100497339
ENSXETG00000015931	slc9a3r2	100216077
ENSXETG00000014155	dnajb5	100487123
ENSXETG00000012909	kyat1	496736
ENSXETG00000009843	commd8	549158
ENSXETG00000021587	pdzd3	100489736
ENSXETG00000022536	hspa2	100496396
ENSXETG00000014778	nufip1	734039
ENSXETG00000024630	ccdc153	101733781
ENSXETG00000004670	mvp	394855
ENSXETG00000040876	tmem147	100497408
ENSXETG00000040876	tmem147	100490933
ENSXETG00000024065	usp42	100486450
ENSXETG00000001002	papln	100489537
ENSXETG00000015934	nthl1	733472
ENSXETG00000014175	vwa5a	100488123
ENSXETG00000014229	cspg4	100492214
ENSXETG00000007884	gzmak	100038305
ENSXETG00000021588	cbl	594900
ENSXETG00000005087	polk	448219
ENSXETG00000016211	dhrs9	407852
ENSXETG00000017990	ptpn9l	100489200
ENSXETG00000022532	zbtb1	100496544
ENSXETG00000004985	mrpl1	100170640
ENSXETG00000022529	zbtb25	100496704
ENSXETG00000002578	c2orf49	100101678
ENSXETG00000023119	frmd8	613069
ENSXETG00000031732	fras1	100497284
ENSXETG00000031732	fras1	733929
ENSXETG00000024990	vepp1	496615
ENSXETG00000018652	rprd2	100496193
ENSXETG00000005757	sntb1	100493340
ENSXETG00000008277	aifm3	100493696
ENSXETG00000019630	aff2	100487096
ENSXETG00000030638	fbxo40	100492195
ENSXETG00000002577	fhl2	100145283
ENSXETG00000016438	jak3	100135373
ENSXETG00000014779	gpalpp1	780247
ENSXETG00000018076	etv3	100036677
ENSXETG00000008264	itgb1bp1	100124969
ENSXETG00000000786	dusp12	549330
ENSXETG00000006203	map7d2	780154
ENSXETG00000018654	prpf3	447950
ENSXETG00000015935	tsc2	100170546
ENSXETG00000037785	nipsnap2	733910
ENSXETG00000019065	rwdd4	493313
ENSXETG00000009839	atp10d	549378
ENSXETG00000000790	dtd1	100145342
ENSXETG00000036901	gtf2f2	394584
ENSXETG00000021497	epb41l4a	448757
ENSXETG00000006863	has2	100145711
ENSXETG00000001734	ube2ql1	100486993
ENSXETG00000033809	etv3l	100493025
ENSXETG00000021480	pik3r1	100486835
ENSXETG00000040253	rasgrp2	101733706
ENSXETG00000002573	cdc16	448547
ENSXETG00000007745	ids	100135738
ENSXETG00000037086	smpd2	100492862
ENSXETG00000026404	med10	448288
ENSXETG00000039273		101730828
ENSXETG00000010088	mrps17	549809
ENSXETG00000035680	kctd4	100158517
ENSXETG00000006064	sult1e1	733517
ENSXETG00000007744	tmem185a	549078
ENSXETG00000008263	cpsf3	448456
ENSXETG00000018917	gabbr2	548761
ENSXETG00000022511	mthfd1	493369
ENSXETG00000020483	mxd4	100124794
ENSXETG00000001008	psen1	394924
ENSXETG00000004672	pagr1	100124936
ENSXETG00000014661	tpt1	493436
ENSXETG00000019052	ing2	549798
ENSXETG00000000793	slc24a3	780317
ENSXETG00000012212	hsd11b1l.2	100038278
ENSXETG00000021591	mcam	100489907
ENSXETG00000006328	adsl	448055
ENSXETG00000004675	maz	100487131
ENSXETG00000012902	dnajc8	100145281
ENSXETG00000031529	ppwd1	100491101
ENSXETG00000019049	cdkn2aip	100379748
ENSXETG00000034762	cenpk	100125311
ENSXETG00000017701	ttc27	100380007
ENSXETG00000012899	lrrc8a	100492279
ENSXETG00000006053	slc25a45	100127755
ENSXETG00000013218	ift43	549289
ENSXETG00000012892	ptafr	493365
ENSXETG00000007743	mamld1	100486942
ENSXETG00000038979		100490918
ENSXETG00000017290	chrd.1	549011
ENSXETG00000037435	tmem169	394639
ENSXETG00000013217	esrrb	100494008
ENSXETG00000041302	slc30a5	100494522
ENSXETG00000034028		100485528
ENSXETG00000002389	nat8l	100124940
ENSXETG00000006049		100497338
ENSXETG00000036893		100486784
ENSXETG00000024063	cyth3	780343
ENSXETG00000013214	vash1	100216209
ENSXETG00000014983	XB5863530	100497556
ENSXETG00000037363	ccnt2	100497179
ENSXETG00000005127	gata5	496852
ENSXETG00000037301	c4orf48	100491954
ENSXETG00000038513	rnf26	779652
ENSXETG00000013900	tfpi2	548483
ENSXETG00000031363	rab6b	100038231
ENSXETG00000027089	fut3	100335051
ENSXETG00000028038	mrps21	549094
ENSXETG00000012919	phyhd1	100135401
ENSXETG00000026378	XB5729271	100124771
ENSXETG00000018920	elp2	548516
ENSXETG00000021595	c1qtnf5	100490080
ENSXETG00000041253	acmsd	100495376
ENSXETG00000014651	cog3	100497861
ENSXETG00000014651	cog3	394840
ENSXETG00000035886	fut3	447987
ENSXETG00000036485	tmem163	101734170
ENSXETG00000036485	tmem163	100490748
ENSXETG00000036485	tmem163	100490235
ENSXETG00000037911	mtx3	105947788
ENSXETG00000014957	chrne	100497712
ENSXETG00000012216	msi1	496961
ENSXETG00000019930	rrnad1	733951
ENSXETG00000013901	gngt1	100124978
ENSXETG00000002392	nelfa	100135733
ENSXETG00000025753	wwc2	448191
ENSXETG00000028037	jmy	100135188
ENSXETG00000010090	klhl15	100485014
ENSXETG00000006040	hras	549757
ENSXETG00000004994	lrrfip2	100158569
ENSXETG00000035319	ankrd45	448477
ENSXETG00000006830	dnajc16	100488071
ENSXETG00000018471	ctdspl	100487887
ENSXETG00000010597	nup205	100216151
ENSXETG00000011067	irf2bpl	100170574
ENSXETG00000011817	slco2a1	100216228
ENSXETG00000011053	polr3gl	100127616
ENSXETG00000013902	mgc147631	780167
ENSXETG00000010931	nelfe	100038199
ENSXETG00000021857	rbm25	407928
ENSXETG00000011071	cipc	100145786
ENSXETG00000034713		100496285
ENSXETG00000031184	xylb	100486367
ENSXETG00000019927	crabp2	448629
ENSXETG00000011050	txnip	100492126
ENSXETG00000006929	stard4	100490743
ENSXETG00000015575	nrxn2	100491218
ENSXETG00000017985	anxa3	100037909
ENSXETG00000034191	sucla2	100489922
ENSXETG00000037568	med4	100216064
ENSXETG00000032054	Tmem17-b	100124937
ENSXETG00000012888	eya3	100038206
ENSXETG00000039631	hist2h3c	100495338
ENSXETG00000039631	hist2h3c	100496027
ENSXETG00000039631	hist2h3c	100496129
ENSXETG00000039631	hist2h3c	100497127
ENSXETG00000039631	hist2h3c	101730642
ENSXETG00000039631	hist2h3c	101731074
ENSXETG00000039631	hist2h3c	105947137
ENSXETG00000039631	hist2h3c	108646286
ENSXETG00000039631	hist2h3c	108646287
ENSXETG00000039631	hist2h3c	108648869
ENSXETG00000039631	hist2h3c	100493100
ENSXETG00000039631	hist2h3c	100493036
ENSXETG00000039631	hist2h3c	100492367
ENSXETG00000039631	hist2h3c	100486653
ENSXETG00000039631	hist2h3c	100485665
ENSXETG00000019917	dnaja4.2	549744
ENSXETG00000040701	HJV	100493945
ENSXETG00000036100		101730428
ENSXETG00000030784	lyrm7	100124785
ENSXETG00000006039	lrrc56	100496856
ENSXETG00000017786	mtm1	548545
ENSXETG00000034920	coq10a	780028
ENSXETG00000041348	c3orf67	100491079
ENSXETG00000038860	h2ac12	100145139
ENSXETG00000034616	bet1	549196
ENSXETG00000011046	nr2f5	100491959
ENSXETG00000008278	hint1	548919
ENSXETG00000004489	satpa	100489887
ENSXETG00000009700	rin2	100144744
ENSXETG00000014955	rangrf	595075
ENSXETG00000008062	gpx7	779858
ENSXETG00000037011	kiaa2026	100038169
ENSXETG00000009660	endoul2	100497154
ENSXETG00000039549		100495578
ENSXETG00000039549		100496445
ENSXETG00000039549		101731852
ENSXETG00000039549		101734494
ENSXETG00000039549		100135279
ENSXETG00000038921	mlana	100496703
ENSXETG00000014260	niban2	100145245
ENSXETG00000033155	grasp	100170577
ENSXETG00000040971	bet1	101730635
ENSXETG00000033012	shisal2a	100496818
ENSXETG00000034631		100490060
ENSXETG00000009659	tspan31	549822
ENSXETG00000037570	ak3	100494038
ENSXETG00000006926	camk4	100490912
ENSXETG00000011072	tmem63c	100036641
ENSXETG00000006038	rassf7	549317
ENSXETG00000008063	coa7	779859
ENSXETG00000021852	zfyve1	100486687
ENSXETG00000032522	pls1	100379721
ENSXETG00000009658	marchf9	100127869
ENSXETG00000018934	ctnnal1	100125045
ENSXETG00000037313	nes	100486009
ENSXETG00000032613	adamts19	100494209
ENSXETG00000031140		100491202
ENSXETG00000037147	naa20	394715
ENSXETG00000026376	nsd2	100125213
ENSXETG00000018598	hira	100495450
ENSXETG00000019908	bcan	100486298
ENSXETG00000037304		100495988
ENSXETG00000037304		100496440
ENSXETG00000037304		100496919
ENSXETG00000037304		100497241
ENSXETG00000037304		101732908
ENSXETG00000037304		101733656
ENSXETG00000037304		108644455
ENSXETG00000021138	igf2r	496491
ENSXETG00000039163	phrf1	100127807
ENSXETG00000009657	cyp27b1	448754
ENSXETG00000004478	tmem255a	497005
ENSXETG00000034204	col22a1	101730582
ENSXETG00000020204	add3	448622
ENSXETG00000011818	ryk	550026
ENSXETG00000034472	eif1ax	448063
ENSXETG00000009655	mettl1	448504
ENSXETG00000033772	ppp1r2	100038193
ENSXETG00000009698	crnkl1	549649
ENSXETG00000006030	irf7	100496395
ENSXETG00000038287	hist1h4c	100495739
ENSXETG00000038287	hist1h4c	101734426
ENSXETG00000038287	hist1h4c	108646290
ENSXETG00000038287	hist1h4c	549623
ENSXETG00000000118	slc2a12	100487147
ENSXETG00000030218	wdr1	496602
ENSXETG00000037723	hist2h3c	100495338
ENSXETG00000037723	hist2h3c	100496027
ENSXETG00000037723	hist2h3c	100496129
ENSXETG00000037723	hist2h3c	100497127
ENSXETG00000037723	hist2h3c	101730642
ENSXETG00000037723	hist2h3c	101731074
ENSXETG00000037723	hist2h3c	105947137
ENSXETG00000037723	hist2h3c	108646287
ENSXETG00000037723	hist2h3c	108648869
ENSXETG00000037723	hist2h3c	100493100
ENSXETG00000037723	hist2h3c	100493041
ENSXETG00000037723	hist2h3c	100493036
ENSXETG00000037723	hist2h3c	100492367
ENSXETG00000037723	hist2h3c	100486653
ENSXETG00000037723	hist2h3c	100485665
ENSXETG00000000116	tbpl1	448323
ENSXETG00000036149		100493742
ENSXETG00000037386		100495578
ENSXETG00000037386		100496445
ENSXETG00000037386		101731852
ENSXETG00000037386		101733489
ENSXETG00000037386		100135279
ENSXETG00000014953	zpy1	100125794
ENSXETG00000003458	bdh1	100495647
ENSXETG00000008064	zyg11b	100496980
ENSXETG00000004477	atp1b4	100490400
ENSXETG00000036409	hist1h4c	100495739
ENSXETG00000036409	hist1h4c	101732103
ENSXETG00000036409	hist1h4c	101732638
ENSXETG00000036409	hist1h4c	101733182
ENSXETG00000036409	hist1h4c	101734426
ENSXETG00000036409	hist1h4c	108646289
ENSXETG00000036409	hist1h4c	549623
ENSXETG00000006022	polr2g	549819
ENSXETG00000009654	eef1akmt3	549414
ENSXETG00000008281	isoc1	780052
ENSXETG00000024754	dolk	100380159
ENSXETG00000005433	dpep2	100487272
ENSXETG00000026306	fbxl12	549700
ENSXETG00000040579		101730707
ENSXETG00000000114	tcf21	100126209
ENSXETG00000038681	hist2h3c	100495338
ENSXETG00000038681	hist2h3c	100495788
ENSXETG00000038681	hist2h3c	100496027
ENSXETG00000038681	hist2h3c	100496129
ENSXETG00000038681	hist2h3c	100497127
ENSXETG00000038681	hist2h3c	101730642
ENSXETG00000038681	hist2h3c	101731074
ENSXETG00000038681	hist2h3c	105947137
ENSXETG00000038681	hist2h3c	108646287
ENSXETG00000038681	hist2h3c	108648869
ENSXETG00000038681	hist2h3c	100493100
ENSXETG00000038681	hist2h3c	100493036
ENSXETG00000038681	hist2h3c	100492367
ENSXETG00000038681	hist2h3c	100486653
ENSXETG00000038681	hist2h3c	100485665
ENSXETG00000019898	rhbg	496595
ENSXETG00000040216	c6h9orf152	100486516
ENSXETG00000005435	ddx28	100487122
ENSXETG00000019221	unc5c	100485730
ENSXETG00000009653	tsfm	100497317
ENSXETG00000041013		100495415
ENSXETG00000041013		100495578
ENSXETG00000041013		100496445
ENSXETG00000041013		101731852
ENSXETG00000041013		100135279
ENSXETG00000004476	lamp2	779509
ENSXETG00000040390		101730874
ENSXETG00000019349	ltbp1	100488719
ENSXETG00000038136	hist1h4c	100495739
ENSXETG00000038136	hist1h4c	101734426
ENSXETG00000038136	hist1h4c	108646291
ENSXETG00000038136	hist1h4c	549623
ENSXETG00000014504	pou3f4	100036711
ENSXETG00000014951	tram2	101730941
ENSXETG00000026716	itgb1	394767
ENSXETG00000026497	ttll3	100497708
ENSXETG00000026233	XB5726496 [provisional:tmem182]	496989
ENSXETG00000036871	SIAH3	100497552
ENSXETG00000020986	nub1	549830
ENSXETG00000030976	usp6nl	100135167
ENSXETG00000005436	dus2	548984
ENSXETG00000014637	zc3h13	100124805
ENSXETG00000021849	dcaf4	100488467
ENSXETG00000012903	nup188	100135081
ENSXETG00000019042	dctd	549019
ENSXETG00000034945	rps9	448529
ENSXETG00000014501	slc9a2l	100488264
ENSXETG00000008282	slc27a6	496813
ENSXETG00000015945	pkd1	100494429
ENSXETG00000010928	ehmt2	100484992
ENSXETG00000031975	sult2a1	100144988
ENSXETG00000027667	abitram	448390
ENSXETG00000000635	atp13a1	100158629
ENSXETG00000003464	dlg1	733937
ENSXETG00000030358	glyctk	780084
ENSXETG00000020378	mef2d	780389
ENSXETG00000026124	cpb2	595005
ENSXETG00000023757	scd	613092
ENSXETG00000038197	kcne4	100490086
ENSXETG00000015769	nrcam	100216214
ENSXETG00000021846	dpf3	100125167
ENSXETG00000015092	gbp1	549527
ENSXETG00000015092	gbp1	779720
ENSXETG00000022907	nagpa	100380073
ENSXETG00000004856	ube2v2	549030
ENSXETG00000012222	cox6a1	549297
ENSXETG00000002939	scg2	779764
ENSXETG00000027666	tmeff1	100101772
ENSXETG00000002765	twf2	100170198
ENSXETG00000002765	twf2	448141
ENSXETG00000033617		100493583
ENSXETG00000020965	rnf34	779671
ENSXETG00000009697	cfap61	779967
ENSXETG00000012223	triap1	549022
ENSXETG00000023760	wnt8b	100496786
ENSXETG00000033169	ap1s3	100379828
ENSXETG00000033169	ap1s3	549333
ENSXETG00000030338		100498169
ENSXETG00000011038	sf3b4	394721
ENSXETG00000004727	prrx1	100494324
ENSXETG00000005600	pou6f2	100489745
ENSXETG00000035179	gatc	100495297
ENSXETG00000036668	hoxa7	100488828
ENSXETG00000037580	nacc2	100485483
ENSXETG00000012274	hoxa9	100489592
ENSXETG00000014231	smarcd2	734143
ENSXETG00000026940	srsf9	448015
ENSXETG00000012204	gpr137c	100145204
ENSXETG00000040150	hoxa10	779614
ENSXETG00000010703	pak1	100135731
ENSXETG00000036033	ssr4	100145295
ENSXETG00000002955	polr2d	549002
ENSXETG00000011034	mtmr11	101731752
ENSXETG00000024006	snai2	395065
ENSXETG00000007996	dynll1	448652
ENSXETG00000012203	txndc16	779915
ENSXETG00000004474	cul4b	100151714
ENSXETG00000020963	anapc5	493326
ENSXETG00000002956	ammecr1l	549002
ENSXETG00000015765	otud7b	779455
ENSXETG00000022904	crk	448023
ENSXETG00000027617	ralgapa2	100145357
ENSXETG00000025366	XB5776174 [provisional:5430427o19rik]	100492034
ENSXETG00000031691	pmpca	100496549
ENSXETG00000034619	sh3bgrl	101733396
ENSXETG00000025510	rps19	100379722
ENSXETG00000025574	slc31a2	733902
ENSXETG00000023477	hdhd3	780150
ENSXETG00000018470	vill	448145
ENSXETG00000014979	cavin4	100487611
ENSXETG00000012228	coq5	100495452
ENSXETG00000005019	tp73	100496308
ENSXETG00000003617	fancd2	100487938
ENSXETG00000031487	emd	100127712
ENSXETG00000014203	sec31b	100497536
ENSXETG00000012226	rnf10	395022
ENSXETG00000009647	avil	100486464
ENSXETG00000012202	ptger2	100493226
ENSXETG00000014257	mgc75872	394774
ENSXETG00000012094	mthfd2	100170462
ENSXETG00000015112	cadm4	100488420
ENSXETG00000015458	man2a2	448465
ENSXETG00000005667	sntg1	100489155
ENSXETG00000001873	xa-1	101732372
ENSXETG00000015753	vps45	779959
